domain,redirect,agency,status,title,description,keywords,robots,viewport,canonical,og_locale,og_site_name,og_type,og_title,og_description,og_url,og_image,og_image_width,og_image_height,og_image_alt,twitter_site,twitter_card,twitter_title,twitter_description,twitter_image
cfcgive.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
cfcforthood.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
cfccoastalga.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
cfcaz.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
cfcaaga.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
cfc-centralok.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
cf-cfc.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
centraltexascfc.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
centralpacfc.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
centralcaliforniacfc.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
cdse.edu,"https://www.cdse.edu/","Department of Defense (DOD)",200,true,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
cdcnpin.org,"https://npin.cdc.gov/","Centers for Disease Control and Prevention (CDC)",200,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
cbp-ntep.info,"undefined","Customs and Border Patrol (CBP)",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
cbacfc.org,"https://cbacfc.org/","Combined Federal Campaign",200,true,false,false,true,true,true,true,true,true,true,false,true,false,false,false,false,false,true,false,false,false
careeronestop.org,"undefined","Employment and Training Administration",403,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
careerinfonet.org,"undefined","Employment and Training Administration",403,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
capmembers.com,"https://www.gocivilairpatrol.com/","U.S. Air Force Auxiliary",200,true,true,false,true,true,true,true,false,true,true,true,true,true,true,true,false,false,false,false,false,false
buyaccessible.net,"undefined","General Services Administration (GSA)",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
bushlibrary.tamu.edu,"https://www.bush41.org/","National Archives and Records Administration (NARA)",200,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
bobber.info,"http://bobber.info","U.S. Army Corps of Engineers",200,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
bie.edu,"https://www.bie.edu/","Department of the Interior",200,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
benefeds.com,"https://www.benefeds.gov/","Office of Personnel Management (OPM)",200,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
badgerlandcfc.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
aww.aww-sp.com,"http://ww38.aww.aww-sp.com/","U.S. Coast Guard",200,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
auxpa.org,"undefined","U.S. Coast Guard Auxiliary",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
atlanticcoastcfc.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
askjan.org,"https://askjan.org/","Department of Labor",200,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
armyfuturescommand.com,"https://www.army.mil/futures","Department of the Army",200,true,true,false,false,true,true,false,true,true,true,true,true,true,false,false,false,false,false,false,false,false
armedforcessports.com,"https://armedforcessports.defense.gov/","Department of Defense (DOD)",200,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
amver.com,"https://amver.com/","U.S. Coast Guard",200,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
amtrak.com,"https://www.amtrak.com/home.html","National Railroad Passenger Corporation",200,true,true,false,true,true,true,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false
americorpsconnect.org,"undefined","Corporation for National and Community Service",404,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
alhurra.com,"https://www.alhurra.com/","U.S. Agency for Global Media",200,true,true,false,true,true,true,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false
alaskacfc.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
ajb.org,"undefined","Employment and Training Administration",403,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
airspacemag.com,"https://www.smithsonianmag.com/category/air-space-magazine/","Smithsonian Institution",200,true,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
airforce.com,"https://www.airforce.com/","Department of the Air Force",200,true,true,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
airdefenseartillery.com,"http://airdefenseartillery.com","Department of Defense (DOD)",200,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
agribank.com,"https://www.agribank.com/","Farm Credit Administration",200,true,true,false,true,true,true,true,true,true,true,true,true,false,false,false,false,true,true,false,false,false
agfirst.com,"https://www.agfirst.com/","Farm Credit Administration",200,true,true,false,false,true,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false
afthunderbirds.com,"https://afthunderbirds.com/","Department of the Air Force",200,true,false,false,true,true,true,true,true,true,true,false,true,false,false,false,false,false,true,false,false,false
afreserve.com,"https://www.airforce.com/ways-to-serve/air-force-reserve","Department of the Air Force",200,true,true,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
afpmb.org,"http://afpmb.org","Department of Defense (DOD)",200,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
afnpacific.net,"undefined","Department of Defense (DOD)",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
afneurope.net,"undefined","Department of Defense (DOD)",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
afacademy.af.edu,"undefined","Department of Defense (DOD)",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
adlnet.org,"undefined","Department of Defense (DOD)",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
academyadmissions.com,"undefined","Department of Defense (DOD)",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
aal.army,"undefined","Department of the Army",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
3riverscfc.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
18f.us,"undefined","General Services Administration (GSA)",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
data.medicaid.gov,"undefined","Department of Health and Human Services",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
openpaymentsdata.cms.gov,"undefined","Department of Health and Human Services",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
whdpc.gov,"undefined","Western Hemisphere Drug Policy Commission",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
senate.gov,"undefined","United States Senate",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
sen.gov,"undefined","United States Senate",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
uscc.gov,"undefined","U.S.-China Economic and Security Review Commission",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
ussemiquincentennial.gov,"undefined","U.S. Semiquincentennial Commission",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
usa250.gov,"undefined","U.S. Semiquincentennial Commission",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
america250.gov,"undefined","U.S. Semiquincentennial Commission",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
uscp.gov,"undefined","U.S. Capitol Police",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
uscapitolpolice.gov,"undefined","U.S. Capitol Police",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
ushr.gov,"undefined","The Legislative Branch",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
ushouse.gov,"undefined","The Legislative Branch",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
tmdbhouse.gov,"undefined","The Legislative Branch",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
taxreform.gov,"undefined","The Legislative Branch",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
speaker.gov,"undefined","The Legislative Branch",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
republicanwhip.gov,"undefined","The Legislative Branch",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
republicans.gov,"undefined","The Legislative Branch",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
republicanleader.gov,"undefined","The Legislative Branch",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
ppdcecc.gov,"undefined","The Legislative Branch",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
minoritywhip.gov,"undefined","The Legislative Branch",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
majoritywhip.gov,"undefined","The Legislative Branch",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
majorityleader.gov,"undefined","The Legislative Branch",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
jct.gov,"undefined","The Legislative Branch",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
housenewsletters.gov,"undefined","The Legislative Branch",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
houselive.gov,"undefined","The Legislative Branch",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
housedems.gov,"undefined","The Legislative Branch",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
housedemocrats.gov,"undefined","The Legislative Branch",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
housed.gov,"undefined","The Legislative Branch",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
housecommunications.gov,"undefined","The Legislative Branch",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
house.gov,"undefined","The Legislative Branch",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
gopwhip.gov,"undefined","The Legislative Branch",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
gopleader.gov,"undefined","The Legislative Branch",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
gop.gov,"undefined","The Legislative Branch",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
dems.gov,"undefined","The Legislative Branch",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
democrats.gov,"undefined","The Legislative Branch",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
democraticwhip.gov,"undefined","The Legislative Branch",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
democraticleader.gov,"undefined","The Legislative Branch",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
csce.gov,"undefined","The Legislative Branch",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
chinacommission.gov,"undefined","The Legislative Branch",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
china-commission.gov,"undefined","The Legislative Branch",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
cecc.gov,"undefined","The Legislative Branch",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
assistantdemocraticleader.gov,"undefined","The Legislative Branch",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
stennis.gov,"undefined","Stennis Center for Public Service",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
openworld.gov,"undefined","Open World Leadership Center",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
coil.gov,"undefined","Open World Leadership Center",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
ocwr.gov,"undefined","Office of Congressional Workplace Rights",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
compliance.gov,"undefined","Office of Congressional Workplace Rights",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
medpac.gov,"undefined","Medical Payment Advisory Commission",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
macpac.gov,"undefined","Medicaid and CHIP Payment and Access Commission",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
womenshistorymonth.gov,"https://womenshistorymonth.gov/","Library of Congress",200,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
uscongress.gov,"undefined","Library of Congress",403,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
unitedstatescongress.gov,"undefined","Library of Congress",403,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
tps.gov,"https://www.loc.gov/programs/teachers/about-this-program/teaching-with-primary-sources-partner-program/","Library of Congress",200,true,true,false,false,true,false,false,true,true,true,true,false,true,true,true,false,false,false,false,false,false
thomas.gov,"undefined","Library of Congress",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
section108.gov,"https://section108.gov/","Library of Congress",200,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
read.gov,"https://read.gov/","Library of Congress",200,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
nativeamericanheritagemonth.gov,"https://nativeamericanheritagemonth.gov/","Library of Congress",200,true,true,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
loctps.gov,"https://www.loc.gov/programs/teachers/about-this-program/teaching-with-primary-sources-partner-program/","Library of Congress",200,true,true,false,false,true,false,false,true,true,true,true,false,true,true,true,false,false,false,false,false,false
loc.gov,"https://loc.gov/","Library of Congress",200,true,true,false,false,true,true,false,true,true,true,true,false,true,true,true,false,false,false,false,false,false
literacy.gov,"https://read.gov/","Library of Congress",200,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
lis.gov,"undefined","Library of Congress",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
libraryofcongress.gov,"https://www.loc.gov/","Library of Congress",200,true,true,false,false,true,true,false,true,true,true,true,false,true,true,true,false,false,false,false,false,false
lctl.gov,"undefined","Library of Congress",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
law.gov,"https://www.loc.gov/research-centers/law-library-of-congress/about-this-research-center/","Library of Congress",200,true,true,false,false,true,false,false,true,true,true,true,false,true,true,true,false,false,false,false,false,false
jewishheritagemonth.gov,"https://jewishheritagemonth.gov/","Library of Congress",200,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
jewishheritage.gov,"undefined","Library of Congress",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
hispanicheritagemonth.gov,"https://hispanicheritagemonth.gov/","Library of Congress",200,true,true,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
digitizationguidelines.gov,"https://www.digitizationguidelines.gov/","Library of Congress",200,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
digitalpreservation.gov,"https://digitalpreservation.gov/","Library of Congress",200,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
currencyreaderapplication.gov,"https://currencyreader.gov/","Library of Congress",200,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
currencyreader.gov,"https://currencyreader.gov/","Library of Congress",200,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
crs.gov,"undefined","Library of Congress",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
crb.gov,"https://www.crb.gov/","Library of Congress",200,true,true,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
copyrightclaimsboard.gov,"undefined","Library of Congress",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
copyright.gov,"https://copyright.gov/","Library of Congress",200,true,true,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
congress.gov,"undefined","Library of Congress",403,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
ccb.gov,"http://ccb.gov","Library of Congress",200,true,true,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
blackhistorymonth.gov,"https://blackhistorymonth.gov/","Library of Congress",200,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
asianpacificheritage.gov,"https://asianpacificheritage.gov/","Library of Congress",200,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
americaslibrary.gov,"https://www.loc.gov/families/","Library of Congress",200,true,true,false,false,true,false,false,true,true,true,true,false,true,true,true,false,false,false,false,false,false
americanmemory.gov,"https://www.loc.gov/","Library of Congress",200,true,true,false,false,true,true,false,true,true,true,true,false,true,true,true,false,false,false,false,false,false
africanamericanhistorymonth.gov,"https://blackhistorymonth.gov/","Library of Congress",200,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
usgovernmentmanual.gov,"https://usgovernmentmanual.gov/","Government Publishing Office",200,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
uscode.gov,"https://www.govinfo.gov/app/collection/uscode","Government Publishing Office",200,true,false,false,false,true,false,false,false,false,false,true,false,true,false,false,false,true,true,false,true,true
senatecalendar.gov,"https://www.govinfo.gov/app/collection/ccal","Government Publishing Office",200,true,false,false,false,true,false,false,false,false,false,true,false,true,false,false,false,true,true,false,true,true
presidentialdocuments.gov,"https://www.govinfo.gov/app/collection/cpd","Government Publishing Office",200,true,false,false,false,true,false,false,false,false,false,true,false,true,false,false,false,true,true,false,true,true
ofr.gov,"undefined","Government Publishing Office",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
housecalendar.gov,"https://www.govinfo.gov/app/collection/ccal","Government Publishing Office",200,true,false,false,false,true,false,false,false,false,false,true,false,true,false,false,false,true,true,false,true,true
gpodev.gov,"undefined","Government Publishing Office",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
gpo.gov,"https://www.gpo.gov/","Government Publishing Office",200,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
govinfo.gov,"https://www.govinfo.gov/","Government Publishing Office",200,true,false,false,false,true,true,false,true,true,true,true,true,true,false,false,false,false,true,true,false,true
fedreg.gov,"undefined","Government Publishing Office",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
federalregister.gov,"https://unblock.federalregister.gov/","Government Publishing Office",200,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
fdsys.gov,"https://www.govinfo.gov/about#fdsys-transition","Government Publishing Office",200,true,true,false,false,true,true,false,true,true,true,true,true,true,false,false,false,false,true,true,true,true
fdlp.gov,"https://fdlp.gov/","Government Publishing Office",200,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
ecfr.gov,"https://unblock.federalregister.gov/","Government Publishing Office",200,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
congressionalrecord.gov,"https://www.govinfo.gov/app/collection/crec","Government Publishing Office",200,true,false,false,false,true,false,false,false,false,false,true,false,true,false,false,false,true,true,false,true,true
congressionaldirectory.gov,"https://www.govinfo.gov/app/collection/cdir","Government Publishing Office",200,true,false,false,false,true,false,false,false,false,false,true,false,true,false,false,false,true,true,false,true,true
gaonet.gov,"undefined","Government Accountability Office",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
gaoinnovations.gov,"https://gaoinnovations.gov/","Government Accountability Office",200,true,false,false,true,true,false,false,false,true,true,true,true,true,false,false,false,true,true,true,false,true
gaoinnovationlab.gov,"undefined","Government Accountability Office",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
gaoinnovation.gov,"undefined","Government Accountability Office",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
gao.gov,"https://www.gao.gov/","Government Accountability Office",200,true,true,false,false,true,true,false,false,true,true,true,true,true,false,false,false,true,true,true,true,true
fasab.gov,"https://fasab.gov/","Government Accountability Office",200,true,true,false,true,true,true,true,true,true,true,false,true,true,true,true,false,false,true,false,true,true
eseclab.gov,"undefined","Government Accountability Office",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
solarium.gov,"https://www.solarium.gov/","Cyberspace Solarium Commission",200,true,false,false,false,true,false,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false
cbonews.gov,"http://www.cbonews.gov/","Congressional Budget Office",200,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
cbo.gov,"https://www.cbo.gov/","Congressional Budget Office",200,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
visitthecapitol.gov,"https://www.visitthecapitol.gov/","Architect of the Capitol",200,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
visitthecapital.gov,"undefined","Architect of the Capitol",404,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
uscapitolgiftstore.gov,"undefined","Architect of the Capitol",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
uscapitolgiftshop.gov,"undefined","Architect of the Capitol",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
uscapitol.gov,"undefined","Architect of the Capitol",404,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
uscapitalgiftshop.gov,"undefined","Architect of the Capitol",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
uscapital.gov,"undefined","Architect of the Capitol",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
usbg.gov,"https://www.usbg.gov/","Architect of the Capitol",200,true,false,false,false,true,true,false,true,false,true,false,false,false,false,false,false,false,true,false,false,false
capitolgiftshop.gov,"undefined","Architect of the Capitol",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
capitol.gov,"https://www.aoc.gov/virtual-capitol","Architect of the Capitol",200,true,true,false,false,true,true,false,false,false,false,false,false,false,false,false,false,true,true,true,true,false
capitalgiftshop.gov,"undefined","Architect of the Capitol",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
capital.gov,"https://www.aoc.gov/virtual-capitol","Architect of the Capitol",200,true,true,false,false,true,true,false,false,false,false,false,false,false,false,false,false,true,true,true,true,false
aoc.gov,"https://www.aoc.gov/","Architect of the Capitol",200,true,true,false,false,true,true,false,false,false,false,false,false,false,false,false,false,true,true,true,false,false
ustaxcourt.gov,"https://ustaxcourt.gov/","U.S. Courts",200,true,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
ussc.gov,"undefined","U.S. Courts",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
usprobation.gov,"https://www.uscourts.gov/services-forms/probation-and-pretrial-services","U.S. Courts",200,true,true,false,false,true,true,false,true,true,true,false,true,false,false,false,false,false,true,true,false,true
uscourts.gov,"https://www.uscourts.gov/","U.S. Courts",200,true,false,false,false,true,true,false,true,true,true,false,true,false,false,false,false,false,true,true,false,true
uscavc.gov,"http://www.uscavc.gov","U.S. Courts",200,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
usc.gov,"undefined","U.S. Courts",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
usbankruptcy.gov,"https://www.uscourts.gov/services-forms/bankruptcy","U.S. Courts",200,true,true,false,false,true,true,false,true,true,true,false,true,false,false,false,false,false,true,true,false,true
pacer.gov,"https://pacer.uscourts.gov/","U.S. Courts",200,true,true,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
judicialconference.gov,"https://www.uscourts.gov/about-federal-courts/governance-judicial-conference","U.S. Courts",200,true,true,false,false,true,true,false,true,true,true,false,true,false,false,false,false,false,true,true,false,true
fjc.gov,"https://www.fjc.gov/","U.S. Courts",200,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
federalrules.gov,"https://www.uscourts.gov/rules-policies","U.S. Courts",200,true,false,false,false,true,true,false,true,true,true,false,true,false,false,false,false,false,true,true,false,true
federalprobation.gov,"https://www.uscourts.gov/services-forms/probation-and-pretrial-services","U.S. Courts",200,true,true,false,false,true,true,false,true,true,true,false,true,false,false,false,false,false,true,true,false,true
federalcourts.gov,"https://www.uscourts.gov/","U.S. Courts",200,true,false,false,false,true,true,false,true,true,true,false,true,false,false,false,false,false,true,true,false,true
cavc.gov,"undefined","U.S. Courts",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
bankruptcy.gov,"https://www.uscourts.gov/services-forms/bankruptcy","U.S. Courts",200,true,true,false,false,true,true,false,true,true,true,false,true,false,false,false,false,false,true,true,false,true
supremecourtus.gov,"https://www.supremecourt.gov/","The Supreme Court",200,true,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
supremecourt.gov,"https://www.supremecourt.gov/","The Supreme Court",200,true,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
supreme-court.gov,"undefined","The Supreme Court",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
